Date,City,State,AQI,PM2_5,PM10,NO2,SO2,CO,O3,Temperature_C,Humidity_%,Wind_kmph,Rainfall_mm,Traffic_Index,Industrial_Index,Population_Density,Season,AQI_Category,Health_Advisory
2024-12-14,Bengaluru,Karnataka,65,212.3,269.4,89.9,51.3,0.4,84.2,35.6,69,1.3,104.4,79,20,12611,Autumn,Satisfactory,Normal
2025-08-23,Kolkata,West Bengal,298,66.4,112.0,22.4,59.0,2.97,20.3,27.7,71,21.1,85.9,75,26,7519,Autumn,Poor,Limit outdoor activity
2024-06-10,Hyderabad,Telangana,380,135.6,77.1,19.9,4.1,2.38,56.8,16.2,36,13.2,78.4,40,29,22039,Monsoon,Very Poor,Stay indoors
2024-04-05,Bengaluru,Karnataka,427,114.2,76.7,16.7,34.4,1.07,149.1,18.7,40,21.9,90.1,68,21,3401,Winter,Severe,Stay indoors
2025-08-04,Pune,Maharashtra,338,219.3,154.3,63.6,5.9,1.96,16.9,27.1,95,19.2,1.1,57,59,17496,Autumn,Very Poor,Stay indoors
2024-06-22,Lucknow,Uttar Pradesh,63,201.1,208.2,12.9,14.8,0.82,56.7,17.9,25,22.2,69.1,56,77,13783,Winter,Satisfactory,Normal
2025-08-29,Bengaluru,Karnataka,273,211.2,62.8,32.8,12.0,2.42,168.1,14.1,76,27.5,116.9,94,33,10730,Summer,Poor,Limit outdoor activity
2024-09-30,Hyderabad,Telangana,439,66.7,338.5,48.9,62.7,2.55,31.2,31.9,64,5.2,115.2,27,35,11586,Summer,Severe,Stay indoors
2025-10-08,Delhi,Delhi,425,192.7,71.9,89.4,63.8,1.58,37.0,43.8,47,28.6,72.6,22,51,28095,Monsoon,Severe,Stay indoors
2024-02-27,Mumbai,Maharashtra,136,25.1,189.4,56.0,41.8,0.42,164.1,28.6,47,17.6,96.4,50,12,23280,Summer,Moderate,Sensitive groups caution
2024-05-08,Chennai,Tamil Nadu,83,158.5,315.6,64.5,27.4,2.6,155.3,37.8,84,10.3,34.3,71,46,9262,Autumn,Satisfactory,Normal
2025-04-26,Hyderabad,Telangana,289,83.5,206.7,98.5,34.7,0.94,142.8,17.8,85,16.9,86.2,80,86,13779,Summer,Poor,Limit outdoor activity
2025-02-23,Patna,Bihar,393,222.6,53.3,88.6,34.5,3.36,102.2,33.9,94,17.5,114.8,85,42,17788,Winter,Very Poor,Stay indoors
2024-12-31,Bengaluru,Karnataka,71,150.0,207.0,56.9,29.8,2.18,70.7,37.0,79,25.7,54.9,69,13,7054,Monsoon,Satisfactory,Normal
2025-01-08,Patna,Bihar,281,150.6,209.3,36.3,49.9,0.24,145.4,13.2,43,29.7,18.1,75,65,10431,Summer,Poor,Limit outdoor activity
2025-10-16,Mumbai,Maharashtra,265,70.0,62.6,41.8,22.4,2.99,52.0,10.5,38,3.5,11.3,43,49,22340,Autumn,Poor,Limit outdoor activity
2024-08-30,Jaipur,Rajasthan,301,65.2,74.7,97.0,60.4,1.54,95.7,32.8,38,1.5,15.7,68,50,7254,Summer,Very Poor,Stay indoors
2024-03-06,Chandigarh,Chandigarh,314,97.1,326.0,66.2,38.5,1.04,110.0,11.3,42,16.8,111.5,99,10,17143,Winter,Very Poor,Stay indoors
2024-10-31,Jaipur,Rajasthan,393,141.3,138.5,100.1,78.1,2.89,163.2,38.7,84,28.8,36.7,92,28,2719,Summer,Very Poor,Stay indoors
2025-03-10,Ahmedabad,Gujarat,217,223.7,263.8,106.5,10.1,2.0,52.2,11.0,49,24.6,74.4,42,66,14912,Autumn,Poor,Limit outdoor activity
2024-10-02,Chennai,Tamil Nadu,417,114.5,37.1,108.6,19.2,1.46,103.9,40.7,20,29.1,70.1,80,19,13672,Autumn,Severe,Stay indoors
2023-04-14,Delhi,Delhi,231,20.9,268.9,66.5,7.3,2.3,20.9,11.5,65,17.3,18.2,20,15,23918,Summer,Poor,Limit outdoor activity
2024-08-12,Chennai,Tamil Nadu,123,112.4,196.0,102.5,54.6,0.98,31.2,36.2,29,25.2,117.3,99,61,17912,Monsoon,Moderate,Sensitive groups caution
2025-07-10,Kolkata,West Bengal,308,160.5,339.7,31.7,17.9,0.38,87.5,11.6,21,17.7,40.3,81,63,15282,Summer,Very Poor,Stay indoors
2025-04-08,Bengaluru,Karnataka,358,97.8,61.5,94.7,14.0,1.55,25.5,28.4,37,9.3,73.8,28,48,6882,Monsoon,Very Poor,Stay indoors
2024-10-18,Chennai,Tamil Nadu,243,58.2,67.3,97.7,40.3,1.05,54.7,27.9,21,2.7,113.4,80,42,13899,Monsoon,Poor,Limit outdoor activity
2023-05-29,Lucknow,Uttar Pradesh,321,247.8,337.8,96.0,7.3,1.69,38.1,21.1,82,19.5,105.6,61,79,9398,Winter,Very Poor,Stay indoors
2023-06-10,Bengaluru,Karnataka,253,204.0,297.8,12.7,33.5,3.46,38.5,30.8,75,29.5,92.5,50,13,7437,Monsoon,Poor,Limit outdoor activity
2024-02-21,Chennai,Tamil Nadu,235,157.3,43.1,85.5,20.3,2.85,87.8,17.2,49,17.6,4.5,89,35,20553,Autumn,Poor,Limit outdoor activity
2024-06-25,Jaipur,Rajasthan,393,230.6,283.3,32.6,59.7,2.64,18.3,16.4,35,8.5,74.2,73,69,2429,Summer,Very Poor,Stay indoors
2023-08-24,Bengaluru,Karnataka,438,225.7,23.7,15.6,54.6,3.13,160.7,17.0,70,3.6,95.9,86,98,13740,Monsoon,Severe,Stay indoors
2024-08-02,Pune,Maharashtra,393,104.8,129.8,97.0,37.1,0.79,38.1,42.3,37,25.6,84.5,49,87,16745,Autumn,Very Poor,Stay indoors
2024-02-10,Delhi,Delhi,277,94.7,201.9,10.6,47.2,2.71,158.2,22.2,90,15.2,118.0,79,38,28653,Monsoon,Poor,Limit outdoor activity
2024-11-17,Mumbai,Maharashtra,52,134.5,41.5,73.3,12.3,0.46,135.7,15.9,85,21.9,74.9,67,44,10431,Monsoon,Satisfactory,Normal
2024-08-03,Kolkata,West Bengal,117,10.9,91.3,45.8,29.6,2.03,101.4,26.9,65,3.3,94.0,94,84,7405,Winter,Moderate,Sensitive groups caution
2024-01-13,Patna,Bihar,382,55.3,294.1,36.3,72.1,2.53,30.0,33.2,26,8.2,63.1,48,60,2032,Summer,Very Poor,Stay indoors
2023-02-14,Hyderabad,Telangana,321,25.1,68.4,55.6,65.8,2.79,75.8,28.3,63,23.5,110.2,42,70,29824,Autumn,Very Poor,Stay indoors
2023-12-06,Chandigarh,Chandigarh,127,171.9,116.2,6.5,14.3,2.42,30.8,22.2,26,25.9,83.5,97,71,15588,Winter,Moderate,Sensitive groups caution
2025-12-23,Kolkata,West Bengal,81,62.4,201.4,30.0,53.5,3.49,47.4,19.1,92,7.9,35.7,78,72,5789,Autumn,Satisfactory,Normal
2024-02-18,Bengaluru,Karnataka,334,112.5,270.6,100.2,18.7,2.87,142.1,24.4,55,10.9,98.9,81,63,3572,Autumn,Very Poor,Stay indoors
2025-05-22,Lucknow,Uttar Pradesh,299,49.7,97.6,109.6,19.7,1.89,40.8,38.2,89,14.3,8.0,87,72,26216,Autumn,Poor,Limit outdoor activity
2024-02-18,Hyderabad,Telangana,139,76.0,128.6,117.1,53.3,2.66,138.9,22.7,73,17.2,25.5,54,92,10145,Autumn,Moderate,Sensitive groups caution
2023-05-21,Chennai,Tamil Nadu,433,128.0,316.0,108.0,52.4,0.88,11.2,19.6,69,17.7,94.9,100,95,27357,Summer,Severe,Stay indoors
2025-01-12,Delhi,Delhi,205,116.2,254.8,49.4,42.0,1.48,140.0,31.3,87,29.6,91.1,32,67,2411,Summer,Poor,Limit outdoor activity
2024-01-02,Ahmedabad,Gujarat,39,48.3,197.9,63.9,27.7,1.13,43.6,17.7,33,27.5,110.0,77,90,19055,Winter,Good,Normal
2023-07-28,Jaipur,Rajasthan,99,206.2,263.2,115.2,54.3,2.71,49.7,17.6,47,5.0,96.0,30,91,1567,Monsoon,Satisfactory,Normal
2023-02-02,Chandigarh,Chandigarh,305,219.6,30.7,51.2,64.3,1.71,177.6,20.5,74,6.9,103.8,56,84,534,Winter,Very Poor,Stay indoors
2023-01-26,Hyderabad,Telangana,127,210.9,308.4,102.9,20.4,0.25,158.5,43.6,23,27.9,111.9,30,94,29462,Monsoon,Moderate,Sensitive groups caution
2024-11-14,Hyderabad,Telangana,137,34.1,106.7,61.0,16.7,2.03,146.8,37.7,79,1.3,108.4,24,54,17610,Autumn,Moderate,Sensitive groups caution
2024-06-29,Pune,Maharashtra,34,113.8,42.6,84.3,12.6,3.14,169.2,19.0,72,19.1,30.8,95,47,16684,Summer,Good,Normal
2024-11-08,Chandigarh,Chandigarh,61,192.3,311.7,21.8,61.8,3.43,14.6,32.2,32,23.5,55.3,81,10,25513,Autumn,Satisfactory,Normal
2024-02-13,Mumbai,Maharashtra,293,223.4,108.3,9.5,65.0,0.82,76.2,38.4,57,3.1,19.8,74,29,19891,Monsoon,Poor,Limit outdoor activity
2023-01-15,Pune,Maharashtra,132,209.3,314.5,90.0,7.1,0.78,156.9,27.9,69,1.2,74.3,53,92,21331,Monsoon,Moderate,Sensitive groups caution
2023-10-29,Chennai,Tamil Nadu,243,123.4,227.2,104.9,64.2,2.97,47.1,23.2,46,4.3,15.1,33,73,11447,Winter,Poor,Limit outdoor activity
2024-11-24,Delhi,Delhi,238,224.0,150.7,106.8,25.6,1.21,93.4,34.8,90,16.7,80.0,53,39,4897,Monsoon,Poor,Limit outdoor activity
2023-07-23,Delhi,Delhi,157,44.5,175.0,63.4,68.5,2.98,58.8,22.0,90,7.4,15.2,66,84,26992,Summer,Moderate,Sensitive groups caution
2024-11-13,Kolkata,West Bengal,379,176.9,155.0,107.1,51.8,2.33,101.1,40.1,92,14.8,83.3,83,54,1845,Autumn,Very Poor,Stay indoors
2023-11-16,Kolkata,West Bengal,251,208.5,60.5,67.8,9.2,1.19,104.3,13.1,77,3.4,69.0,52,57,10513,Winter,Poor,Limit outdoor activity
2024-04-19,Chennai,Tamil Nadu,151,75.9,118.3,53.4,2.6,2.99,136.8,39.1,76,5.4,65.9,80,46,12500,Autumn,Moderate,Sensitive groups caution
2023-04-14,Ahmedabad,Gujarat,409,179.0,58.6,19.1,9.3,3.39,36.1,12.7,54,4.1,30.8,54,57,22791,Winter,Severe,Stay indoors
2024-05-11,Chandigarh,Chandigarh,346,198.3,297.3,64.9,52.0,2.08,13.5,15.0,65,2.0,93.1,79,30,5053,Autumn,Very Poor,Stay indoors
2024-11-23,Ahmedabad,Gujarat,323,157.1,324.2,107.6,34.1,1.5,136.7,20.6,69,14.1,13.9,45,59,29194,Summer,Very Poor,Stay indoors
2025-05-02,Jaipur,Rajasthan,384,94.5,43.3,79.7,16.8,2.02,147.5,39.1,75,10.8,6.8,100,26,25625,Summer,Very Poor,Stay indoors
2023-02-09,Chennai,Tamil Nadu,248,146.9,93.6,9.8,76.7,3.26,13.1,23.7,46,29.3,71.4,36,42,20209,Monsoon,Poor,Limit outdoor activity
2025-08-02,Lucknow,Uttar Pradesh,383,47.8,304.9,88.9,68.5,2.55,96.1,27.2,73,2.2,36.0,39,99,25324,Monsoon,Very Poor,Stay indoors
2024-02-05,Kolkata,West Bengal,362,85.7,161.3,68.6,65.6,3.47,159.9,27.4,62,14.1,93.9,22,51,26537,Winter,Very Poor,Stay indoors
2024-12-31,Bengaluru,Karnataka,217,29.4,203.5,25.6,32.9,2.73,78.7,24.2,24,23.2,21.2,39,95,11322,Summer,Poor,Limit outdoor activity
2025-10-11,Lucknow,Uttar Pradesh,429,231.5,156.8,64.1,32.7,0.69,112.6,19.6,77,23.5,19.7,98,60,29662,Summer,Severe,Stay indoors
2024-04-01,Bengaluru,Karnataka,398,235.6,36.7,45.0,58.8,3.32,127.8,41.5,30,23.8,49.8,78,23,14487,Autumn,Very Poor,Stay indoors
2025-08-31,Delhi,Delhi,202,143.7,263.3,11.5,3.9,0.3,166.0,12.8,72,9.9,52.6,76,95,6663,Autumn,Poor,Limit outdoor activity
2025-04-09,Mumbai,Maharashtra,365,223.1,268.5,35.0,20.9,2.14,137.5,41.8,89,5.7,2.8,67,44,12000,Autumn,Very Poor,Stay indoors
2025-12-18,Kolkata,West Bengal,387,39.6,298.5,48.8,73.0,3.25,141.2,31.4,46,25.7,117.1,90,25,23772,Summer,Very Poor,Stay indoors
2023-03-24,Lucknow,Uttar Pradesh,118,146.5,107.8,11.7,54.2,3.31,40.2,25.2,93,3.1,98.6,95,30,23648,Monsoon,Moderate,Sensitive groups caution
2024-03-08,Delhi,Delhi,222,79.3,252.8,43.9,37.0,1.81,76.7,18.3,22,1.9,96.9,71,38,7810,Summer,Poor,Limit outdoor activity
2024-12-09,Jaipur,Rajasthan,74,226.7,90.5,103.2,6.3,1.46,139.8,29.4,77,19.9,95.3,79,52,10166,Summer,Satisfactory,Normal
2024-08-16,Kolkata,West Bengal,299,194.7,264.1,69.2,43.1,2.3,108.1,32.9,77,12.1,74.0,33,76,20665,Winter,Poor,Limit outdoor activity
2025-01-26,Bengaluru,Karnataka,102,51.7,95.2,87.7,5.0,3.39,71.8,27.3,85,6.9,102.0,64,57,17667,Autumn,Moderate,Sensitive groups caution
2023-10-06,Ahmedabad,Gujarat,450,225.9,279.9,110.7,39.1,2.84,43.8,13.2,63,12.0,54.6,76,92,5281,Winter,Severe,Stay indoors
2025-04-28,Mumbai,Maharashtra,136,36.3,338.4,7.4,74.3,1.5,174.9,39.5,81,8.8,7.3,53,93,27204,Monsoon,Moderate,Sensitive groups caution
2024-10-05,Kolkata,West Bengal,50,158.1,195.5,100.0,15.7,2.56,138.6,37.1,39,17.7,30.1,99,77,21198,Monsoon,Good,Normal
2025-10-29,Jaipur,Rajasthan,36,136.8,258.3,9.8,48.7,1.71,97.1,37.1,77,22.8,20.7,62,95,6701,Autumn,Good,Normal
2023-08-27,Lucknow,Uttar Pradesh,43,217.2,140.3,90.3,11.0,3.01,138.4,32.8,49,3.1,91.0,35,34,1828,Autumn,Good,Normal
2024-08-19,Chennai,Tamil Nadu,411,50.6,243.9,54.2,15.8,0.4,80.9,38.7,83,9.5,84.1,29,64,28209,Summer,Severe,Stay indoors
2023-02-17,Bengaluru,Karnataka,359,10.0,186.3,66.9,25.4,0.65,89.4,10.9,94,28.1,107.3,100,26,25910,Winter,Very Poor,Stay indoors
2024-05-27,Mumbai,Maharashtra,267,204.4,265.1,69.0,62.8,1.49,11.3,10.5,70,18.8,99.3,99,32,9337,Monsoon,Poor,Limit outdoor activity
2024-03-18,Patna,Bihar,98,33.7,348.0,72.8,32.8,0.43,161.9,12.8,28,28.5,64.0,39,96,25814,Monsoon,Satisfactory,Normal
2023-06-13,Chandigarh,Chandigarh,353,106.3,38.8,40.7,52.3,3.23,138.5,34.4,72,18.8,91.0,56,31,17391,Monsoon,Very Poor,Stay indoors
2024-06-29,Delhi,Delhi,60,236.8,170.4,39.5,78.1,2.94,70.8,34.1,95,23.0,90.2,50,55,22412,Summer,Satisfactory,Normal
2023-01-10,Mumbai,Maharashtra,87,165.7,51.1,75.9,12.7,2.41,32.9,12.3,57,13.6,90.3,34,99,4148,Summer,Satisfactory,Normal
2025-11-15,Pune,Maharashtra,428,229.4,88.2,47.2,54.4,3.13,154.4,28.7,80,5.2,2.2,35,63,10064,Summer,Severe,Stay indoors
2024-11-29,Lucknow,Uttar Pradesh,233,201.2,196.3,60.7,18.8,0.71,24.3,23.0,84,1.5,9.4,67,98,14091,Winter,Poor,Limit outdoor activity
2025-09-16,Pune,Maharashtra,449,179.9,79.6,25.0,71.2,3.17,74.7,34.2,89,12.4,40.7,27,87,28829,Summer,Severe,Stay indoors
2025-01-24,Kolkata,West Bengal,354,201.3,134.8,80.2,76.9,1.65,31.5,35.8,47,6.1,55.1,77,36,23786,Monsoon,Very Poor,Stay indoors
2023-07-16,Pune,Maharashtra,140,35.4,236.3,86.9,38.2,1.33,97.4,28.6,81,4.5,44.8,21,16,29899,Winter,Moderate,Sensitive groups caution
2025-12-18,Chandigarh,Chandigarh,435,17.8,149.1,64.0,34.2,2.0,141.1,15.8,59,11.0,28.9,24,41,6695,Winter,Severe,Stay indoors
2024-10-07,Lucknow,Uttar Pradesh,300,225.4,280.5,17.4,37.9,1.04,70.6,35.2,80,13.8,60.6,67,24,5323,Summer,Poor,Limit outdoor activity
2023-12-28,Mumbai,Maharashtra,252,83.1,239.2,24.5,77.8,0.46,154.5,22.8,33,15.7,66.7,41,76,4016,Autumn,Poor,Limit outdoor activity
2023-12-23,Patna,Bihar,343,195.1,151.5,40.8,38.0,2.59,164.2,24.4,64,18.0,71.1,79,22,9319,Winter,Very Poor,Stay indoors
2025-07-26,Chandigarh,Chandigarh,283,172.9,296.8,70.5,38.0,0.99,95.3,35.7,51,3.2,15.5,80,93,1365,Winter,Poor,Limit outdoor activity
2023-07-25,Bengaluru,Karnataka,184,97.6,337.1,111.1,61.9,0.3,171.7,33.3,61,1.2,96.8,54,57,12871,Winter,Moderate,Sensitive groups caution
2025-03-17,Kolkata,West Bengal,426,17.3,131.8,112.0,49.2,1.6,153.1,40.8,48,19.6,15.7,45,14,3423,Monsoon,Severe,Stay indoors
2024-11-04,Mumbai,Maharashtra,435,156.5,84.4,43.9,46.4,2.09,28.1,35.5,59,16.5,52.9,28,88,19879,Summer,Severe,Stay indoors
2023-01-17,Delhi,Delhi,94,175.5,189.7,63.7,3.8,2.14,35.6,40.7,47,26.1,18.9,49,76,26941,Monsoon,Satisfactory,Normal
2023-12-30,Patna,Bihar,379,205.0,53.2,99.5,34.4,2.28,111.7,27.6,32,20.8,107.3,96,18,26465,Winter,Very Poor,Stay indoors
2023-07-21,Jaipur,Rajasthan,220,67.9,48.4,67.7,60.6,1.99,30.7,24.0,38,23.9,15.4,71,87,1838,Monsoon,Poor,Limit outdoor activity
2024-08-02,Chennai,Tamil Nadu,219,55.0,273.3,112.4,55.3,2.69,110.8,36.6,33,6.5,50.6,73,41,909,Monsoon,Poor,Limit outdoor activity
2023-08-05,Chandigarh,Chandigarh,417,238.1,29.5,28.6,7.4,1.89,127.5,10.8,24,4.6,113.2,38,37,27461,Monsoon,Severe,Stay indoors
2024-04-12,Bengaluru,Karnataka,432,144.9,191.6,6.2,58.0,1.87,145.5,26.5,78,17.5,0.6,99,71,19615,Winter,Severe,Stay indoors
2025-09-05,Kolkata,West Bengal,132,189.1,262.2,40.4,15.6,0.6,22.8,21.2,28,12.2,42.6,64,77,18449,Summer,Moderate,Sensitive groups caution
2025-11-12,Lucknow,Uttar Pradesh,436,145.9,97.8,8.4,49.6,2.04,159.2,19.5,58,12.5,24.0,55,74,23017,Monsoon,Severe,Stay indoors
2023-11-07,Kolkata,West Bengal,429,44.9,280.3,39.5,23.4,1.42,17.7,24.8,25,26.2,91.8,85,94,4831,Monsoon,Severe,Stay indoors
2024-06-01,Chandigarh,Chandigarh,50,94.3,103.6,16.2,6.9,0.36,97.4,24.0,61,22.9,109.7,87,57,10396,Winter,Good,Normal
2024-06-23,Delhi,Delhi,121,173.6,23.1,21.6,22.6,0.69,88.0,34.0,60,13.4,4.7,50,34,28897,Winter,Moderate,Sensitive groups caution
2023-06-24,Chennai,Tamil Nadu,41,45.2,262.1,80.5,73.2,1.28,159.4,20.1,21,29.1,96.1,82,22,18052,Summer,Good,Normal
2024-12-29,Delhi,Delhi,424,27.5,92.6,55.5,10.7,2.49,41.2,19.0,88,10.3,105.2,46,56,16588,Autumn,Severe,Stay indoors
2024-08-07,Kolkata,West Bengal,254,47.1,249.6,8.5,17.8,0.84,134.7,14.9,78,24.6,49.1,81,48,21415,Winter,Poor,Limit outdoor activity
2024-11-04,Patna,Bihar,285,215.6,39.6,62.9,39.8,0.6,133.3,23.0,68,21.2,45.3,74,22,2756,Monsoon,Poor,Limit outdoor activity
2025-02-21,Hyderabad,Telangana,269,206.8,229.1,8.1,15.7,2.25,15.2,33.9,67,8.9,24.6,34,15,15749,Autumn,Poor,Limit outdoor activity
2023-11-25,Ahmedabad,Gujarat,311,89.1,68.0,102.8,59.4,3.21,86.8,33.8,56,15.7,72.5,57,35,19169,Winter,Very Poor,Stay indoors
2025-05-30,Hyderabad,Telangana,322,206.9,250.2,65.2,30.0,3.27,53.6,25.3,80,17.4,119.5,33,44,26514,Winter,Very Poor,Stay indoors
2024-12-26,Delhi,Delhi,41,231.4,301.8,27.7,40.3,3.18,47.4,13.1,75,27.5,97.0,53,88,25960,Winter,Good,Normal
2025-03-16,Ahmedabad,Gujarat,281,171.5,221.8,41.7,65.6,2.85,34.8,39.9,28,21.4,114.8,69,19,24267,Monsoon,Poor,Limit outdoor activity
2025-04-22,Chandigarh,Chandigarh,94,104.9,90.9,74.0,33.0,0.41,115.3,40.2,39,4.0,102.3,64,79,9870,Winter,Satisfactory,Normal
2023-02-05,Lucknow,Uttar Pradesh,293,183.5,192.6,70.9,38.1,0.42,172.4,10.5,57,17.1,66.7,61,54,20168,Summer,Poor,Limit outdoor activity
2025-11-15,Pune,Maharashtra,263,59.1,43.6,72.8,58.9,3.11,30.2,20.1,63,13.3,9.2,29,85,8567,Monsoon,Poor,Limit outdoor activity
2023-08-12,Chandigarh,Chandigarh,227,239.0,244.6,69.0,37.7,2.62,90.1,28.7,79,6.6,44.3,23,54,29508,Winter,Poor,Limit outdoor activity
2024-03-30,Chandigarh,Chandigarh,422,152.4,333.1,82.9,53.0,2.21,19.1,26.1,95,29.1,1.0,38,68,20687,Autumn,Severe,Stay indoors
2024-06-06,Mumbai,Maharashtra,65,135.8,124.5,33.4,14.5,1.75,106.8,43.0,41,6.9,97.6,87,40,2458,Summer,Satisfactory,Normal
2025-01-21,Delhi,Delhi,352,124.4,337.8,30.0,3.2,0.53,44.1,38.8,94,19.8,52.5,74,82,18553,Autumn,Very Poor,Stay indoors
2023-11-14,Pune,Maharashtra,386,197.0,223.6,98.9,51.9,1.06,38.6,12.3,20,15.5,4.5,99,95,20429,Winter,Very Poor,Stay indoors
2025-11-25,Lucknow,Uttar Pradesh,187,24.2,163.6,96.7,32.0,1.17,15.4,32.8,57,24.3,78.6,65,22,19471,Autumn,Moderate,Sensitive groups caution
2025-07-24,Ahmedabad,Gujarat,320,15.1,172.9,45.8,46.5,3.03,38.2,33.8,95,2.5,80.0,55,53,7196,Winter,Very Poor,Stay indoors
2025-09-25,Kolkata,West Bengal,117,63.5,51.9,60.0,37.3,0.81,154.6,34.5,20,16.7,70.3,74,13,12124,Monsoon,Moderate,Sensitive groups caution
2025-02-15,Jaipur,Rajasthan,368,76.5,217.6,31.2,35.6,2.02,38.6,25.8,79,8.6,112.2,52,11,6067,Autumn,Very Poor,Stay indoors
2024-01-07,Lucknow,Uttar Pradesh,235,122.3,344.5,116.1,5.0,0.32,64.0,17.5,94,21.5,109.1,98,99,25049,Monsoon,Poor,Limit outdoor activity
2024-07-23,Ahmedabad,Gujarat,267,124.1,179.6,31.9,70.1,3.44,72.9,25.8,64,3.0,7.7,32,27,20811,Autumn,Poor,Limit outdoor activity
2025-12-30,Delhi,Delhi,115,178.9,74.5,28.2,62.8,3.18,102.5,30.6,68,24.8,22.3,45,86,15064,Winter,Moderate,Sensitive groups caution
2023-07-25,Ahmedabad,Gujarat,356,72.9,147.8,71.8,6.4,3.16,51.3,37.3,56,14.4,70.7,39,29,28665,Autumn,Very Poor,Stay indoors
2024-03-08,Chandigarh,Chandigarh,381,30.1,336.8,8.0,61.3,0.97,116.1,43.4,89,1.5,60.3,82,67,779,Autumn,Very Poor,Stay indoors
2025-02-28,Lucknow,Uttar Pradesh,73,129.0,181.4,16.4,15.8,1.05,155.0,10.1,28,25.8,77.0,59,58,27098,Winter,Satisfactory,Normal
2023-12-01,Hyderabad,Telangana,385,139.6,145.7,30.7,48.9,0.91,89.7,23.1,48,12.7,89.5,23,84,12525,Winter,Very Poor,Stay indoors
2025-02-03,Pune,Maharashtra,210,247.4,72.2,106.1,28.4,0.22,112.9,38.7,74,20.1,100.1,29,70,11709,Summer,Poor,Limit outdoor activity
2024-08-20,Mumbai,Maharashtra,254,243.4,305.6,72.4,42.3,0.62,122.2,34.6,66,3.6,98.5,26,23,23631,Autumn,Poor,Limit outdoor activity
2024-04-17,Patna,Bihar,381,210.9,236.7,77.9,77.7,2.62,28.4,41.4,51,18.5,67.9,26,90,18088,Monsoon,Very Poor,Stay indoors
2023-05-12,Pune,Maharashtra,294,84.7,111.5,12.5,52.2,0.55,39.8,25.6,91,13.1,23.9,77,79,10220,Summer,Poor,Limit outdoor activity
2024-01-23,Chennai,Tamil Nadu,51,134.3,42.1,12.3,78.7,0.42,79.7,25.0,62,16.6,110.6,28,57,15618,Summer,Satisfactory,Normal
2025-04-19,Jaipur,Rajasthan,34,226.2,306.8,76.7,20.2,3.12,148.9,26.6,42,28.2,46.6,67,24,7156,Autumn,Good,Normal
2023-10-26,Bengaluru,Karnataka,419,155.9,29.4,110.2,7.2,1.15,51.7,34.6,67,19.0,16.1,40,81,27274,Autumn,Severe,Stay indoors
2024-08-08,Ahmedabad,Gujarat,377,147.8,199.2,24.1,51.2,1.64,121.4,10.1,84,8.1,85.2,25,12,29036,Winter,Very Poor,Stay indoors
2024-11-25,Ahmedabad,Gujarat,422,32.9,178.3,114.9,33.5,2.65,45.1,20.7,82,2.1,34.5,48,68,24717,Summer,Severe,Stay indoors
2025-04-26,Chandigarh,Chandigarh,30,217.3,276.0,19.9,25.2,2.71,116.9,23.1,58,9.8,108.2,30,44,25393,Summer,Good,Normal
2024-08-30,Chandigarh,Chandigarh,192,115.2,173.5,91.3,26.6,2.52,39.7,14.8,35,9.3,69.3,100,83,14165,Monsoon,Moderate,Sensitive groups caution
2025-09-01,Delhi,Delhi,387,109.8,323.4,70.0,51.1,3.19,125.5,38.1,47,20.2,16.4,44,21,28028,Summer,Very Poor,Stay indoors
2025-12-05,Jaipur,Rajasthan,41,91.8,327.6,53.1,58.9,3.18,55.8,40.8,39,3.8,26.8,51,87,10657,Autumn,Good,Normal
2025-05-31,Mumbai,Maharashtra,138,40.9,52.8,70.1,42.1,1.87,10.2,24.8,53,21.5,116.7,33,23,5288,Monsoon,Moderate,Sensitive groups caution
2025-04-12,Lucknow,Uttar Pradesh,183,74.5,126.6,61.3,18.9,1.04,63.7,15.3,53,9.2,114.4,71,63,21501,Winter,Moderate,Sensitive groups caution
2024-06-11,Kolkata,West Bengal,296,73.2,207.8,106.0,23.3,2.37,90.6,33.7,46,26.6,91.5,96,91,25737,Monsoon,Poor,Limit outdoor activity
2024-11-29,Kolkata,West Bengal,139,40.0,259.2,94.0,9.2,2.48,167.6,24.8,42,20.0,11.2,44,69,5083,Monsoon,Moderate,Sensitive groups caution
2024-01-20,Lucknow,Uttar Pradesh,94,12.6,342.9,38.6,43.7,2.52,163.1,35.6,94,25.9,24.3,55,73,2988,Autumn,Satisfactory,Normal
2025-05-08,Lucknow,Uttar Pradesh,366,33.1,349.8,92.6,20.7,1.58,168.3,37.0,43,8.5,27.4,28,86,2814,Summer,Very Poor,Stay indoors
2023-06-24,Lucknow,Uttar Pradesh,251,228.2,49.5,82.8,9.7,1.81,12.6,29.0,82,19.9,15.7,100,57,24651,Summer,Poor,Limit outdoor activity
2024-05-01,Lucknow,Uttar Pradesh,433,148.6,125.5,9.8,62.2,2.09,126.8,30.1,63,3.6,48.2,42,38,24274,Winter,Severe,Stay indoors
2023-12-15,Bengaluru,Karnataka,415,26.1,45.4,59.0,8.5,1.65,170.8,28.6,80,28.1,62.1,52,69,6449,Winter,Severe,Stay indoors
2023-03-17,Patna,Bihar,349,125.9,254.4,84.1,54.3,1.31,175.1,34.8,89,6.9,112.9,34,83,13362,Winter,Very Poor,Stay indoors
2025-08-21,Pune,Maharashtra,144,18.1,131.0,93.9,12.5,1.97,111.0,35.4,68,18.9,49.4,43,79,20123,Summer,Moderate,Sensitive groups caution
